conv_idx,condition,subject,topic,partner_name
1585,ai,s040,communication,GPT-4
1586,human,s040,forgiveness,Rebecca
1587,ai,s040,seasons,ChatGPT
1588,ai,s040,teamwork,ChatGPT
1589,human,s040,travel,Rebecca
1590,human,s040,podcasts,Gregory
1591,ai,s040,technology,GPT-4
1592,human,s040,food,Gregory
1593,ai,s040,weather,GPT-4
1594,human,s040,goals,Rebecca
1595,ai,s040,social_media,ChatGPT
1596,human,s040,gardening,Rebecca
1597,ai,s040,family,GPT-4
1598,ai,s040,fashion,ChatGPT
1599,human,s040,boundaries,Gregory
1600,human,s041,nature,Rebecca
1601,ai,s041,friendship,ChatGPT
1602,human,s041,cars,Gregory
1603,ai,s041,photography,GPT-4
1604,ai,s041,conflict,GPT-4
1605,human,s041,hobbies,Gregory
1606,human,s041,childhood_memories,Rebecca
1607,ai,s041,space,ChatGPT
1608,human,s041,sports,Rebecca
1609,ai,s041,books,GPT-4
1610,human,s041,art,Gregory
1611,ai,s041,exercise,ChatGPT
1612,ai,s041,mentorship,ChatGPT
1613,human,s041,empathy,Gregory
1614,human,s041,networks,Rebecca
1615,ai,s041,role_models,GPT-4
1616,ai,s041,architecture,GPT-4
1617,ai,s041,loneliness,ChatGPT
1618,human,s041,cultural_celebrations,Rebecca
1619,human,s041,love,Gregory
1620,human,s041,music,Gregory
1621,human,s041,cooking,Rebecca
1622,ai,s041,movies,ChatGPT
1623,ai,s041,trust,GPT-4
1624,ai,s041,technology,GPT-4
1625,human,s041,travel,Gregory
1626,ai,s041,podcasts,ChatGPT
1627,human,s041,teamwork,Rebecca
1628,ai,s041,work_life,GPT-4
1629,ai,s041,communication,ChatGPT
1630,human,s041,seasons,Rebecca
1631,human,s041,forgiveness,Gregory
1632,human,s041,weather,Rebecca
1633,ai,s041,gardening,ChatGPT
1634,human,s041,social_media,Gregory
1635,ai,s041,food,GPT-4
1636,ai,s041,family,ChatGPT
1637,human,s041,goals,Rebecca
1638,ai,s041,boundaries,GPT-4
1639,human,s041,fashion,Gregory
1640,human,s042,childhood_memories,Gregory
1641,ai,s042,cars,ChatGPT
1642,ai,s042,photography,GPT-4
1643,human,s042,conflict,Rebecca
1644,human,s042,nature,Gregory
1645,ai,s042,hobbies,ChatGPT
1646,ai,s042,friendship,GPT-4
1647,human,s042,space,Rebecca
1648,human,s042,role_models,Gregory
1649,ai,s042,empathy,GPT-4
1650,human,s042,mentorship,Rebecca
1651,ai,s042,sports,ChatGPT
1652,human,s042,exercise,Rebecca
1653,human,s042,books,Gregory
1654,ai,s042,art,GPT-4
1655,ai,s042,networks,ChatGPT
1656,human,s042,love,Rebecca
1657,human,s042,trust,Gregory
1658,ai,s042,loneliness,ChatGPT
1659,ai,s042,cooking,GPT-4
1660,human,s042,architecture,Gregory
1661,human,s042,music,Rebecca
1662,ai,s042,movies,ChatGPT
1663,ai,s042,cultural_celebrations,GPT-4
1664,human,s042,forgiveness,Rebecca
1665,ai,s042,technology,GPT-4
1666,ai,s042,seasons,ChatGPT
1667,human,s042,podcasts,Gregory
1668,ai,s042,communication,ChatGPT
1669,human,s042,travel,Rebecca
1670,ai,s042,work_life,GPT-4
1671,human,s042,teamwork,Gregory
1672,ai,s042,goals,GPT-4
1673,ai,s042,weather,ChatGPT
1674,human,s042,social_media,Gregory
1675,human,s042,boundaries,Rebecca
1676,human,s042,food,Gregory
1677,human,s042,fashion,Rebecca
1678,ai,s042,family,ChatGPT
1679,ai,s042,gardening,GPT-4
1680,ai,s043,nature,GPT-4
1681,human,s043,cars,Rebecca
1682,human,s043,photography,Gregory
1683,ai,s043,friendship,ChatGPT
1684,ai,s043,space,ChatGPT
1685,human,s043,childhood_memories,Gregory
1686,human,s043,conflict,Rebecca
1687,ai,s043,hobbies,GPT-4
1688,ai,s043,books,GPT-4
1689,human,s043,mentorship,Gregory
1690,ai,s043,exercise,ChatGPT
1691,human,s043,art,Rebecca
1692,ai,s043,role_models,ChatGPT
1693,ai,s043,networks,GPT-4
1694,human,s043,sports,Gregory
1695,human,s043,empathy,Rebecca
1696,ai,s043,cooking,GPT-4
1697,human,s043,love,Rebecca
1698,ai,s043,cultural_celebrations,ChatGPT
1699,human,s043,loneliness,Gregory
1700,human,s043,music,Gregory
1701,ai,s043,trust,GPT-4
1702,ai,s043,architecture,ChatGPT
1703,human,s043,movies,Rebecca
1704,ai,s043,communication,ChatGPT
1705,human,s043,travel,Gregory
1706,human,s043,seasons,Rebecca
1707,ai,s043,technology,GPT-4
1708,ai,s043,teamwork,GPT-4
1709,human,s043,forgiveness,Rebecca
1710,ai,s043,podcasts,ChatGPT
1711,human,s043,work_life,Gregory
1712,ai,s043,social_media,ChatGPT
1713,ai,s043,weather,GPT-4
1714,human,s043,family,Gregory
1715,human,s043,boundaries,Rebecca
1716,human,s043,fashion,Gregory
1717,human,s043,gardening,Rebecca
1718,ai,s043,goals,GPT-4
1719,ai,s043,food,ChatGPT
1720,ai,s044,childhood_memories,ChatGPT
1721,ai,s044,nature,GPT-4
1722,human,s044,cars,Gregory
1723,human,s044,hobbies,Rebecca
1724,human,s044,space,Rebecca
1725,ai,s044,friendship,GPT-4
1726,human,s044,conflict,Gregory
1727,ai,s044,photography,ChatGPT
1728,human,s044,exercise,Gregory
1729,human,s044,mentorship,Rebecca
1730,ai,s044,books,ChatGPT
1731,ai,s044,networks,GPT-4
1732,human,s044,sports,Rebecca
1733,ai,s044,art,GPT-4
1734,human,s044,empathy,Gregory
1735,ai,s044,role_models,ChatGPT
1736,human,s044,trust,Rebecca
1737,human,s044,loneliness,Gregory
1738,ai,s044,love,ChatGPT
1739,ai,s044,movies,GPT-4
1740,human,s044,cooking,Gregory
1741,ai,s044,architecture,ChatGPT
1742,ai,s044,cultural_celebrations,GPT-4
1743,human,s044,music,Rebecca
1744,human,s044,podcasts,Rebecca
1745,human,s044,teamwork,Gregory
1746,ai,s044,forgiveness,GPT-4
1747,ai,s044,travel,ChatGPT
1748,human,s044,technology,Gregory
1749,ai,s044,work_life,ChatGPT
1750,ai,s044,seasons,GPT-4
1751,human,s044,communication,Rebecca
1752,human,s044,family,Rebecca
1753,ai,s044,fashion,GPT-4
1754,human,s044,social_media,Gregory
1755,ai,s044,food,ChatGPT
1756,ai,s044,goals,GPT-4
1757,ai,s044,boundaries,ChatGPT
1758,human,s044,weather,Rebecca
1759,human,s044,gardening,Gregory
1760,human,s045,conflict,Gregory
1761,ai,s045,friendship,ChatGPT
1762,ai,s045,nature,GPT-4
1763,human,s045,childhood_memories,Rebecca
1764,ai,s045,hobbies,GPT-4
1765,ai,s045,photography,ChatGPT
1766,human,s045,cars,Gregory
1767,human,s045,space,Rebecca
1768,ai,s045,role_models,ChatGPT
1769,human,s045,exercise,Gregory
1770,human,s045,art,Rebecca
1771,ai,s045,sports,GPT-4
1772,human,s045,mentorship,Gregory
1773,ai,s045,books,ChatGPT
1774,human,s045,empathy,Rebecca
1775,ai,s045,networks,GPT-4
1776,ai,s045,cooking,ChatGPT
1777,ai,s045,architecture,GPT-4
1778,human,s045,movies,Gregory
1779,human,s045,love,Rebecca
1780,human,s045,music,Rebecca
1781,ai,s045,trust,GPT-4
1782,ai,s045,cultural_celebrations,ChatGPT
1783,human,s045,loneliness,Gregory
1784,ai,s045,teamwork,ChatGPT
1785,human,s045,work_life,Gregory
1786,ai,s045,travel,GPT-4
1787,human,s045,podcasts,Rebecca
1788,human,s045,technology,Gregory
1789,ai,s045,seasons,ChatGPT
1790,human,s045,forgiveness,Rebecca
1791,ai,s045,communication,GPT-4
1792,human,s045,goals,Rebecca
1793,human,s045,food,Gregory
1794,ai,s045,gardening,GPT-4
1795,ai,s045,weather,ChatGPT
1796,human,s045,fashion,Rebecca
1797,human,s045,social_media,Gregory
1798,ai,s045,family,GPT-4
1799,ai,s045,boundaries,ChatGPT
1800,ai,s046,nature,ChatGPT
1801,human,s046,conflict,Rebecca
1802,human,s046,photography,Gregory
1803,ai,s046,space,GPT-4
1804,ai,s046,childhood_memories,ChatGPT
1805,ai,s046,friendship,GPT-4
1806,human,s046,hobbies,Gregory
1807,human,s046,cars,Rebecca
1808,human,s046,role_models,Gregory
1809,ai,s046,mentorship,ChatGPT
1810,human,s046,sports,Rebecca
1811,ai,s046,networks,GPT-4
1812,ai,s046,art,GPT-4
1813,human,s046,empathy,Rebecca
1814,human,s046,books,Gregory
1815,ai,s046,exercise,ChatGPT
1816,ai,s046,architecture,GPT-4
1817,human,s046,loneliness,Gregory
1818,ai,s046,love,ChatGPT
1819,human,s046,cultural_celebrations,Rebecca
1820,human,s046,cooking,Gregory
1821,human,s046,movies,Rebecca
1822,ai,s046,music,ChatGPT
1823,ai,s046,trust,GPT-4
1824,human,s046,technology,Gregory
1825,ai,s046,communication,GPT-4
1826,ai,s046,work_life,ChatGPT
1827,human,s046,podcasts,Rebecca
1828,human,s046,teamwork,Gregory
1829,ai,s046,travel,ChatGPT
1830,human,s046,forgiveness,Rebecca
1831,ai,s046,seasons,GPT-4
1832,human,s046,boundaries,Rebecca
1833,ai,s046,weather,GPT-4
1834,human,s046,gardening,Gregory
1835,ai,s046,family,ChatGPT
1836,human,s046,social_media,Gregory
1837,ai,s046,goals,GPT-4
1838,ai,s046,food,ChatGPT
1839,human,s046,fashion,Rebecca
1840,ai,s047,cars,ChatGPT
1841,human,s047,friendship,Gregory
1842,human,s047,hobbies,Rebecca
1843,ai,s047,nature,GPT-4
1844,ai,s047,conflict,ChatGPT
1845,human,s047,space,Gregory
1846,ai,s047,childhood_memories,GPT-4
1847,human,s047,photography,Rebecca
1848,ai,s047,networks,ChatGPT
1849,human,s047,exercise,Rebecca
1850,human,s047,books,Gregory
1851,ai,s047,sports,GPT-4
1852,human,s047,empathy,Rebecca
1853,ai,s047,role_models,GPT-4
1854,ai,s047,art,ChatGPT
1855,human,s047,mentorship,Gregory
1856,human,s047,movies,Rebecca
1857,human,s047,music,Gregory
1858,ai,s047,architecture,ChatGPT
1859,ai,s047,cooking,GPT-4
1860,ai,s047,loneliness,ChatGPT
1861,human,s047,cultural_celebrations,Gregory
1862,ai,s047,love,GPT-4
1863,human,s047,trust,Rebecca
1864,ai,s047,forgiveness,GPT-4
1865,ai,s047,teamwork,ChatGPT
1866,human,s047,communication,Rebecca
1867,human,s047,work_life,Gregory
1868,ai,s047,podcasts,GPT-4
1869,human,s047,technology,Gregory
1870,ai,s047,seasons,ChatGPT
1871,human,s047,travel,Rebecca
1872,human,s047,food,Rebecca
1873,human,s047,fashion,Gregory
1874,ai,s047,boundaries,GPT-4
1875,ai,s047,gardening,ChatGPT
1876,human,s047,social_media,Rebecca
1877,ai,s047,family,ChatGPT
1878,ai,s047,weather,GPT-4
1879,human,s047,goals,Gregory
1880,ai,s048,conflict,ChatGPT
1881,human,s048,cars,Gregory
1882,human,s048,friendship,Rebecca
1883,ai,s048,nature,GPT-4
1884,ai,s048,childhood_memories,GPT-4
1885,ai,s048,photography,ChatGPT
1886,human,s048,space,Rebecca
1887,human,s048,hobbies,Gregory
1888,human,s048,sports,Rebecca
1889,ai,s048,exercise,ChatGPT
1890,ai,s048,art,GPT-4
1891,human,s048,mentorship,Gregory
1892,human,s048,books,Gregory
1893,human,s048,role_models,Rebecca
1894,ai,s048,networks,ChatGPT
1895,ai,s048,empathy,GPT-4
1896,human,s048,music,Gregory
1897,ai,s048,movies,ChatGPT
1898,human,s048,loneliness,Rebecca
1899,ai,s048,architecture,GPT-4
1900,ai,s048,cultural_celebrations,ChatGPT
1901,ai,s048,love,GPT-4
1902,human,s048,trust,Gregory
1903,human,s048,cooking,Rebecca
1904,human,s048,communication,Rebecca
1905,human,s048,forgiveness,Gregory
1906,ai,s048,podcasts,ChatGPT
1907,ai,s048,work_life,GPT-4
1908,ai,s048,teamwork,ChatGPT
1909,ai,s048,seasons,GPT-4
1910,human,s048,technology,Rebecca
1911,human,s048,travel,Gregory
1912,human,s048,gardening,Gregory
1913,ai,s048,weather,GPT-4
1914,ai,s048,goals,ChatGPT
1915,human,s048,fashion,Rebecca
1916,ai,s048,family,GPT-4
1917,human,s048,social_media,Gregory
1918,ai,s048,food,ChatGPT
1919,human,s048,boundaries,Rebecca
1920,human,s049,space,Gregory
1921,ai,s049,conflict,GPT-4
1922,human,s049,childhood_memories,Rebecca
1923,ai,s049,hobbies,ChatGPT
1924,human,s049,friendship,Gregory
1925,human,s049,photography,Rebecca
1926,ai,s049,cars,GPT-4
1927,ai,s049,nature,ChatGPT
1928,ai,s049,exercise,GPT-4
1929,human,s049,role_models,Gregory
1930,human,s049,empathy,Rebecca
1931,ai,s049,mentorship,ChatGPT
1932,ai,s049,networks,GPT-4
1933,human,s049,sports,Gregory
1934,ai,s049,art,ChatGPT
1935,human,s049,books,Rebecca
1936,ai,s049,music,ChatGPT
1937,ai,s049,loneliness,GPT-4
1938,human,s049,cooking,Rebecca
1939,human,s049,architecture,Gregory
1940,human,s049,trust,Rebecca
1941,ai,s049,movies,GPT-4
1942,ai,s049,love,ChatGPT
1943,human,s049,cultural_celebrations,Gregory
1944,ai,s049,work_life,ChatGPT
1945,human,s049,communication,Rebecca
1946,ai,s049,podcasts,GPT-4
1947,human,s049,travel,Gregory
1948,human,s049,teamwork,Gregory
1949,ai,s049,seasons,ChatGPT
1950,ai,s049,forgiveness,GPT-4
1951,human,s049,technology,Rebecca
1952,human,s049,boundaries,Rebecca
1953,human,s049,social_media,Gregory
1954,ai,s049,weather,GPT-4
1955,ai,s049,goals,ChatGPT
1956,ai,s049,food,ChatGPT
1957,human,s049,fashion,Gregory
1958,ai,s049,family,GPT-4
1959,human,s049,gardening,Rebecca
1960,ai,s050,space,GPT-4
1961,human,s050,hobbies,Gregory
1962,ai,s050,nature,ChatGPT
1963,human,s050,photography,Rebecca
1964,human,s050,cars,Gregory
1965,ai,s050,friendship,GPT-4
1966,human,s050,conflict,Rebecca
1967,ai,s050,childhood_memories,ChatGPT
1968,human,s050,art,Gregory
1969,ai,s050,sports,GPT-4
1970,human,s050,exercise,Rebecca
1971,ai,s050,books,ChatGPT
1972,ai,s050,empathy,ChatGPT
1973,human,s050,role_models,Rebecca
1974,human,s050,mentorship,Gregory
1975,ai,s050,networks,GPT-4
1976,ai,s050,music,ChatGPT
1977,human,s050,loneliness,Gregory
1978,ai,s050,cultural_celebrations,GPT-4
1979,human,s050,movies,Rebecca
1980,human,s050,architecture,Gregory
1981,ai,s050,love,ChatGPT
1982,human,s050,trust,Rebecca
1983,ai,s050,cooking,GPT-4
1984,human,s050,seasons,Rebecca
1985,human,s050,forgiveness,Gregory
1986,ai,s050,communication,ChatGPT
1987,ai,s050,teamwork,GPT-4
1988,human,s050,work_life,Rebecca
1989,ai,s050,technology,ChatGPT
1990,human,s050,podcasts,Gregory
1991,ai,s050,travel,GPT-4
1992,ai,s050,gardening,GPT-4
1993,ai,s050,food,ChatGPT
1994,human,s050,fashion,Gregory
1995,human,s050,social_media,Rebecca
1996,ai,s050,boundaries,GPT-4
1997,ai,s050,goals,ChatGPT
1998,human,s050,family,Gregory
1999,human,s050,weather,Rebecca
