Subject,Condition,topic,Social_Type,ToM_Count
s045,bot,photography,nonsocial,1
s045,bot,role_models,social,0
s045,bot,seasons,nonsocial,0
s045,bot,sports,nonsocial,0
s045,bot,teamwork,social,0
s045,bot,travel,nonsocial,1
s045,bot,trust,social,1
s045,bot,weather,nonsocial,0
s045,hum,art,nonsocial,0
s045,hum,cars,nonsocial,0
s045,hum,childhood_memories,social,1
s045,hum,conflict,social,0
s045,hum,empathy,social,0
s045,hum,exercise,nonsocial,0
s045,hum,fashion,nonsocial,2
s045,hum,food,nonsocial,0
s045,hum,forgiveness,social,0
s045,hum,goals,social,0
s045,hum,loneliness,social,1
s045,hum,love,social,0
s045,hum,mentorship,social,0
s045,hum,movies,nonsocial,0
s045,hum,music,nonsocial,1
s045,hum,podcasts,nonsocial,1
s045,hum,social_media,social,1
s045,hum,space,nonsocial,0
s045,hum,technology,nonsocial,0
s045,hum,work_life,social,0
s046,bot,architecture,nonsocial,1
s046,bot,art,nonsocial,0
s046,bot,childhood_memories,social,0
s046,bot,communication,social,0
s046,bot,exercise,nonsocial,0
s046,bot,family,social,1
s046,bot,food,nonsocial,0
s046,bot,friendship,social,0
s046,bot,goals,social,0
s046,bot,love,social,1
s046,bot,mentorship,social,0
s046,bot,music,nonsocial,0
s046,bot,nature,nonsocial,0
s046,bot,networks,social,0
s046,bot,seasons,nonsocial,0
s046,bot,space,nonsocial,0
s046,bot,travel,nonsocial,1
s046,bot,trust,social,3
s046,bot,weather,nonsocial,0
s046,bot,work_life,social,0
s046,hum,books,nonsocial,0
s046,hum,boundaries,social,1
s046,hum,cars,nonsocial,0
s046,hum,conflict,social,0
s046,hum,cooking,nonsocial,1
s046,hum,cultural_celebrations,social,0
s046,hum,empathy,social,0
s046,hum,fashion,nonsocial,1
s046,hum,forgiveness,social,2
s046,hum,gardening,nonsocial,0
s046,hum,hobbies,social,0
s046,hum,loneliness,social,2
s046,hum,movies,nonsocial,0
s046,hum,photography,nonsocial,0
s046,hum,podcasts,nonsocial,1
s046,hum,role_models,social,0
s046,hum,social_media,social,1
s046,hum,sports,nonsocial,0
s046,hum,teamwork,social,0
s046,hum,technology,nonsocial,0
s047,bot,architecture,nonsocial,0
s047,bot,art,nonsocial,0
s047,bot,boundaries,social,1
s047,bot,cars,nonsocial,0
s047,bot,childhood_memories,social,0
s047,bot,conflict,social,0
s047,bot,cooking,nonsocial,0
s047,bot,family,social,0
s047,bot,forgiveness,social,1
s047,bot,gardening,nonsocial,0
s047,bot,loneliness,social,0
s047,bot,love,social,0
s047,bot,nature,nonsocial,0
s047,bot,networks,social,0
s047,bot,podcasts,nonsocial,0
s047,bot,role_models,social,0
s047,bot,seasons,nonsocial,0
s047,bot,sports,nonsocial,0
s047,bot,teamwork,social,0
s047,bot,weather,nonsocial,1
s047,hum,books,nonsocial,1
s047,hum,communication,social,0
s047,hum,cultural_celebrations,social,0
s047,hum,empathy,social,1
s047,hum,exercise,nonsocial,0
s047,hum,fashion,nonsocial,0
s047,hum,food,nonsocial,2
s047,hum,friendship,social,2
s047,hum,goals,social,0
s047,hum,hobbies,social,1
s047,hum,mentorship,social,0
s047,hum,movies,nonsocial,1
s047,hum,music,nonsocial,0
s047,hum,photography,nonsocial,1
s047,hum,social_media,social,1
s047,hum,space,nonsocial,0
s047,hum,technology,nonsocial,0
s047,hum,travel,nonsocial,0
s047,hum,trust,social,0
s047,hum,work_life,social,0
s048,bot,architecture,nonsocial,0
s048,bot,art,nonsocial,0
s048,bot,childhood_memories,social,0
s048,bot,conflict,social,0
s048,bot,cultural_celebrations,social,0
s048,bot,empathy,social,0
s048,bot,exercise,nonsocial,0
s048,bot,family,social,0
s048,bot,food,nonsocial,0
s048,bot,goals,social,0
s048,bot,love,social,1
s048,bot,movies,nonsocial,0
s048,bot,nature,nonsocial,0
s048,bot,networks,social,0
s048,bot,photography,nonsocial,0
s048,bot,podcasts,nonsocial,0
s048,bot,seasons,nonsocial,0
s048,bot,teamwork,social,1
s048,bot,weather,nonsocial,1
s048,bot,work_life,social,0
s048,hum,books,nonsocial,1
s048,hum,boundaries,social,1
s048,hum,cars,nonsocial,0
s048,hum,communication,social,0
s048,hum,cooking,nonsocial,0
s048,hum,fashion,nonsocial,0
s048,hum,forgiveness,social,1
s048,hum,friendship,social,1
s048,hum,gardening,nonsocial,1
s048,hum,hobbies,social,0
s048,hum,loneliness,social,0
s048,hum,mentorship,social,0
s048,hum,music,nonsocial,2
s048,hum,role_models,social,0
s048,hum,social_media,social,1
s048,hum,space,nonsocial,1
s048,hum,sports,nonsocial,2
s048,hum,technology,nonsocial,1
s048,hum,travel,nonsocial,1
s048,hum,trust,social,0
s049,bot,art,nonsocial,0
s049,bot,cars,nonsocial,0
s049,bot,conflict,social,0
s049,bot,exercise,nonsocial,0
s049,bot,family,social,0
s049,bot,food,nonsocial,0
s049,bot,forgiveness,social,0
s049,bot,goals,social,0
s049,bot,hobbies,social,0
s049,bot,loneliness,social,0
s049,bot,love,social,1
s049,bot,mentorship,social,0
s049,bot,movies,nonsocial,0
s049,bot,music,nonsocial,0
s049,bot,nature,nonsocial,0
s049,bot,networks,social,0
s049,bot,podcasts,nonsocial,1
s049,bot,seasons,nonsocial,0
s049,bot,weather,nonsocial,0
s049,bot,work_life,social,0
s049,hum,architecture,nonsocial,0
s049,hum,books,nonsocial,1
s049,hum,boundaries,social,0
s049,hum,childhood_memories,social,1
s049,hum,communication,social,0
s049,hum,cooking,nonsocial,1
s049,hum,cultural_celebrations,social,0
s049,hum,empathy,social,0
s049,hum,fashion,nonsocial,1
s049,hum,friendship,social,2
s049,hum,gardening,nonsocial,0
s049,hum,photography,nonsocial,1
s049,hum,role_models,social,0
s049,hum,social_media,social,1
s049,hum,space,nonsocial,0
s049,hum,sports,nonsocial,1
s049,hum,teamwork,social,0
s049,hum,technology,nonsocial,0
s049,hum,travel,nonsocial,0
s049,hum,trust,social,1
s050,bot,books,nonsocial,0
s050,bot,boundaries,social,0
s050,bot,childhood_memories,social,0
s050,bot,communication,social,1
s050,bot,cooking,nonsocial,0
s050,bot,cultural_celebrations,social,0
s050,bot,empathy,social,0
s050,bot,food,nonsocial,0
s050,bot,friendship,social,0
s050,bot,gardening,nonsocial,1
s050,bot,goals,social,0
s050,bot,love,social,2
s050,bot,music,nonsocial,0
s050,bot,nature,nonsocial,1
s050,bot,networks,social,0
s050,bot,space,nonsocial,0
s050,bot,sports,nonsocial,0
s050,bot,teamwork,social,0
s050,bot,technology,nonsocial,1
s050,bot,travel,nonsocial,0
s050,hum,architecture,nonsocial,1
s050,hum,art,nonsocial,0
s050,hum,cars,nonsocial,0
s050,hum,conflict,social,0
s050,hum,exercise,nonsocial,0
s050,hum,family,social,0
s050,hum,fashion,nonsocial,1
s050,hum,forgiveness,social,0
s050,hum,hobbies,social,1
s050,hum,loneliness,social,1
s050,hum,mentorship,social,1
s050,hum,movies,nonsocial,0
s050,hum,photography,nonsocial,0
s050,hum,podcasts,nonsocial,0
s050,hum,role_models,social,0
s050,hum,seasons,nonsocial,0
s050,hum,social_media,social,1
s050,hum,trust,social,1
s050,hum,weather,nonsocial,0
s050,hum,work_life,social,0
